"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","good_condition","renovated","city"
"15854",183000,2,1,760,7272,1,0,0,4,7,760,0,1980,0,98003,47.3205,-122.33,1370,7866,"yes","no","Federal Way"
"7338",599950,4,3.5,2500,3080,2,0,0,3,8,1810,690,2008,0,98052,47.6749,-122.14,2060,3295,"yes","no","Redmond"
"4302",899100,5,2.5,2410,15300,1,0,0,4,8,1400,1010,1975,0,98040,47.5416,-122.231,2440,15300,"yes","no","Mercer Island"
"20171",749950,4,2.5,3430,64441,2,0,0,3,8,3430,0,2013,0,98077,47.7694,-122.064,3580,64441,"yes","no","Woodinville"
"3897",385000,5,1.5,1750,9780,1.5,0,0,4,7,1750,0,1961,0,98028,47.7755,-122.235,1750,10295,"yes","no","Kenmore"
"17115",375000,3,2.75,2200,9600,1,0,3,4,8,1570,630,1977,0,98003,47.3438,-122.323,2680,9896,"yes","no","Federal Way"
"6658",515000,2,2.5,1330,1249,3,0,0,3,8,1330,0,2004,0,98105,47.6668,-122.285,1430,1328,"yes","no","Seattle"
"16908",162950,2,1,950,2784,1,0,0,4,8,950,0,1972,0,98198,47.3793,-122.321,1080,3899,"yes","no","Seattle"
"16642",339000,3,2.25,1970,7210,1,0,0,4,8,1380,590,1978,0,98030,47.3821,-122.171,1970,7350,"yes","no","Kent"
"6377",870000,4,4,3610,12811,2,0,0,3,10,3610,0,2000,0,98075,47.5812,-121.993,3530,11783,"yes","no","Sammamish"
"10504",495000,3,2,1340,2550,2,0,0,3,7,1340,0,1984,0,98117,47.6793,-122.38,1370,5100,"yes","no","Seattle"
"9315",903000,2,1.5,1140,7800,1,0,0,4,6,1140,0,1947,0,98004,47.6142,-122.209,2020,7800,"yes","no","Bellevue"
"10740",226750,3,1.75,1070,6315,1,0,0,3,7,1070,0,1992,0,98023,47.2803,-122.356,1520,5707,"yes","no","Federal Way"
"18526",602000,4,1.75,2420,37800,1,0,0,4,8,1880,540,1981,0,98053,47.6688,-122.024,2780,35532,"yes","no","Redmond"
"19567",491500,4,1.75,2190,125452,1,0,2,3,9,2190,0,1968,0,98092,47.2703,-122.069,3000,125017,"yes","no","Auburn"
"7414",294000,4,2,2930,12840,1.5,0,0,4,8,2930,0,1965,0,98092,47.2957,-122.187,1960,10920,"yes","no","Auburn"
"1624",550000,4,2.5,1670,5116,2,0,0,3,8,1670,0,1999,0,98155,47.7667,-122.33,1910,7210,"yes","no","Seattle"
"3892",1225000,4,2.75,3410,95396,1.5,0,0,4,10,3410,0,1962,0,98005,47.6547,-122.158,3721,35352,"yes","no","Bellevue"
"4080",280000,3,2,1780,11342,1,0,0,3,7,1780,0,1964,0,98148,47.4617,-122.327,2140,8449,"yes","no","Seattle"
"7636",265000,2,1,940,9458,1,0,0,3,6,940,0,1948,0,98155,47.7523,-122.311,1450,9458,"yes","no","Seattle"
"829",465750,3,1.5,1260,10350,1,0,0,3,7,1260,0,1959,0,98008,47.6357,-122.123,1800,10350,"yes","no","Bellevue"
"9805",350000,3,2.5,1970,3655,2,0,0,3,7,1970,0,2003,0,98019,47.7453,-121.984,1970,2952,"yes","no","Duvall"
"18628",260000,3,1.5,1750,7000,2,0,0,3,8,1750,0,1983,0,98023,47.3108,-122.346,1840,9305,"yes","no","Federal Way"
"3781",522000,3,1.75,1630,15600,1,0,0,3,7,1630,0,1958,0,98033,47.68,-122.165,1830,10850,"yes","no","Kirkland"
"3819",540000,4,2.25,1330,8400,1.5,0,0,3,8,1330,0,1962,0,98005,47.6078,-122.169,2270,10146,"yes","no","Bellevue"
"14302",355000,4,2.25,1810,4970,2,0,0,3,7,1810,0,2003,0,98059,47.5003,-122.156,1810,4858,"yes","no","Renton"
"4841",950000,4,2.5,1700,4418,2,0,0,3,8,1700,0,1931,2000,98112,47.6434,-122.3,2090,4174,"yes","yes","Seattle"
"19510",725000,3,2,1820,6324,1,0,0,5,7,910,910,1945,0,98115,47.6823,-122.27,1850,6440,"yes","no","Seattle"
"6504",219950,3,2.25,1500,7615,1,0,0,3,7,1150,350,1984,0,98023,47.3146,-122.351,1540,8649,"yes","no","Federal Way"
"2545",336800,5,1.75,1830,16650,1.5,0,0,3,7,1610,220,1958,0,98155,47.7734,-122.315,1790,12743,"yes","no","Seattle"
"1727",264000,3,1.75,1760,7482,1,0,0,4,8,1760,0,1966,0,98023,47.3129,-122.369,2000,7500,"yes","no","Federal Way"
"6648",212000,3,1.75,1100,9750,1,0,0,4,6,1100,0,1967,0,98023,47.2955,-122.362,1100,9900,"yes","no","Federal Way"
"3237",374950,2,2.25,1240,1172,2,0,0,3,8,1000,240,2008,0,98144,47.5877,-122.316,1260,1111,"yes","no","Seattle"
"16390",1660000,4,3.25,4240,11189,2,0,2,3,10,4240,0,2006,0,98033,47.6526,-122.191,3390,12540,"yes","no","Kirkland"
"18374",655000,4,3,2570,8022,1,0,0,4,8,1370,1200,1984,0,98052,47.6956,-122.099,2090,8022,"yes","no","Redmond"
"88",461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,"yes","no","Renton"
"1935",320000,4,1.75,1660,6200,1,0,0,4,6,830,830,1948,0,98108,47.56,-122.316,1780,5968,"yes","no","Seattle"
"11991",566000,3,2.25,1660,10140,1,0,0,4,8,1370,290,1980,0,98052,47.6889,-122.128,2100,10125,"yes","no","Redmond"
"7010",177000,3,1.75,1150,8079,1,0,0,4,7,1150,0,1983,0,98030,47.3766,-122.18,1540,7399,"yes","no","Kent"
"14252",196000,3,1,1090,7400,1,0,0,4,7,1090,0,1962,0,98092,47.2923,-122.19,1140,8165,"yes","no","Auburn"
"6790",310000,3,2,2070,9195,1,0,0,3,8,1220,850,1982,0,98074,47.6491,-122.061,2080,9551,"yes","no","Sammamish"
"9330",605000,4,2.25,2510,31584,2,0,0,4,9,2510,0,1979,0,98074,47.6153,-122.054,2510,39221,"yes","no","Sammamish"
"3476",417000,2,1.75,1090,4590,1,0,0,4,7,790,300,1915,0,98105,47.6677,-122.324,1390,4080,"yes","no","Seattle"
"21295",831548,5,2.75,3010,4919,2,0,0,3,9,3010,0,2014,0,98074,47.6067,-122.052,3230,5415,"yes","no","Sammamish"
"20503",515000,4,2.5,2670,8765,2,0,0,3,9,2670,0,2006,0,98059,47.4876,-122.146,2880,8765,"yes","no","Renton"
"3426",420000,3,2,1200,5029,1,0,0,3,6,880,320,1937,0,98115,47.6936,-122.294,1510,5854,"yes","no","Seattle"
"20252",771005,5,4.5,4000,6713,2,0,0,3,9,4000,0,2015,0,98024,47.5254,-121.886,3690,6600,"yes","no","Fall City"
"15457",100000,2,1,910,22000,1,0,0,3,6,910,0,1956,0,98001,47.2777,-122.252,1326,9891,"yes","no","Auburn"
"12681",590000,3,1,1610,58370,1,0,0,3,7,1610,0,1978,0,98053,47.6718,-122.044,2510,58127,"yes","no","Redmond"
"16189",700000,3,2.5,2530,623779,1,0,0,4,8,2530,0,1980,0,98038,47.4188,-121.949,2120,100623,"yes","no","Maple Valley"
"5",510000,3,2,1680,8080,1,0,0,3,8,1680,0,1987,0,98074,47.6168,-122.045,1800,7503,"yes","no","Sammamish"
"15207",471000,2,1,840,5100,1,0,0,4,7,840,0,1949,0,98117,47.6779,-122.384,1550,5100,"yes","no","Seattle"
"11784",370000,3,1.5,1320,7201,1,0,0,3,7,1320,0,1971,0,98034,47.7126,-122.211,1380,7201,"yes","no","Kirkland"
"4938",1400000,3,2.5,2550,7200,2,0,2,3,10,2550,0,1981,2013,98144,47.5996,-122.288,2030,3500,"yes","yes","Seattle"
"9022",440000,3,2.25,1760,1800,2,0,0,3,7,1330,430,1983,0,98199,47.6579,-122.394,1150,4575,"yes","no","Seattle"
"7041",190000,3,1,1640,8100,1,0,0,3,6,1040,600,1939,0,98146,47.482,-122.34,1600,8100,"yes","no","Seattle"
"16059",655000,4,1.75,2540,7620,1,0,3,3,8,1320,1220,1948,0,98116,47.5709,-122.406,2540,8613,"yes","no","Seattle"
"8406",970000,4,3,3510,12410,2,0,0,4,9,3510,0,1976,0,98005,47.6381,-122.166,3000,13209,"yes","no","Bellevue"
"17976",430000,3,2.25,2160,6527,2,0,0,4,7,1580,580,1987,0,98034,47.7292,-122.212,1950,9675,"yes","no","Kirkland"
"19493",840000,4,3.25,3500,5960,2,0,0,3,9,3500,0,2010,0,98053,47.6944,-122.022,3390,6856,"yes","no","Redmond"
"15308",297975,3,2.25,2820,8100,1,0,0,4,7,1720,1100,1947,0,98168,47.4944,-122.304,1040,8100,"yes","no","Seattle"
"5296",1155000,4,2.25,2980,8051,1.5,0,2,4,10,2020,960,1935,0,98199,47.6426,-122.409,2760,5499,"yes","no","Seattle"
"14740",270000,3,1.75,1300,4127,1,0,0,4,6,650,650,1918,1953,98106,47.5353,-122.352,1420,4000,"yes","yes","Seattle"
"4455",500000,3,2.25,1360,1236,2,0,0,3,8,1140,220,2006,0,98112,47.6198,-122.299,1620,1231,"yes","no","Seattle"
"19985",1898000,3,2.5,2830,4334,3,1,4,3,10,2830,0,2006,0,98074,47.6318,-122.071,2830,38211,"yes","no","Sammamish"
"12025",589000,3,1,1110,6000,1.5,0,0,5,7,1110,0,1932,0,98199,47.6496,-122.403,1420,6000,"yes","no","Seattle"
"8726",155000,3,1,1250,6250,1,0,0,2,7,1030,220,1949,0,98108,47.5292,-122.323,1130,6250,"no","no","Seattle"
"10834",608700,4,2.5,2260,9696,1,0,0,3,9,2260,0,1983,0,98074,47.643,-122.066,2400,12111,"yes","no","Sammamish"
"9701",462000,5,1.75,2840,10220,1,0,0,4,7,2210,630,1954,0,98177,47.764,-122.36,2000,9750,"yes","no","Seattle"
"5540",260000,3,2,1030,7260,1,0,0,3,6,1030,0,1947,0,98146,47.5113,-122.347,1380,8100,"yes","no","Seattle"
"19192",374000,4,1.75,2220,15600,1,0,0,5,7,1140,1080,1963,0,98056,47.492,-122.166,1670,4800,"yes","no","Renton"
"18678",262000,5,1,1870,7800,1,0,0,3,7,1580,290,1962,0,98168,47.5127,-122.321,1740,7808,"yes","no","Seattle"
"2247",509950,3,2.5,1970,9153,2,0,0,3,8,1970,0,2007,0,98028,47.7698,-122.268,1800,9800,"yes","no","Kenmore"
"20585",492000,4,2.5,2550,6382,2,0,0,3,7,2550,0,2007,0,98065,47.5202,-121.87,2430,5900,"yes","no","Snoqualmie"
"11338",205000,3,1.75,1170,8239,1,0,0,3,7,1170,0,1981,0,98042,47.3679,-122.088,1180,7866,"yes","no","Kent"
"3961",410000,2,1.5,1660,4000,1,0,0,3,7,1000,660,1950,0,98115,47.6832,-122.304,1570,5500,"yes","no","Seattle"
"10286",562000,4,2.25,2170,7007,1,0,0,3,8,1540,630,1974,0,98033,47.672,-122.169,2040,7700,"yes","no","Kirkland"
"16206",485000,4,2.5,2100,8886,2,0,0,4,7,2100,0,1964,0,98007,47.5947,-122.134,1840,9058,"yes","no","Bellevue"
"17210",1450000,5,2.75,3090,19865,1,0,0,4,9,3090,0,1953,0,98039,47.6232,-122.235,2970,19862,"yes","no","Medina"
"3690",380000,3,1,920,3532,1,0,0,3,6,920,0,1910,0,98118,47.5539,-122.268,1250,4000,"yes","no","Seattle"
"1241",685100,4,2.5,2790,5423,2,0,0,3,9,2790,0,1999,0,98074,47.6085,-122.017,2450,6453,"yes","no","Sammamish"
"2443",485000,5,2.5,3270,6129,2,0,0,3,9,3270,0,2004,0,98055,47.4461,-122.208,2980,5928,"yes","no","Renton"
"7812",490000,3,1.75,2020,215622,2,0,0,4,7,2020,0,1975,0,98070,47.4189,-122.499,1810,215622,"yes","no","Vashon"
"19029",295000,2,1,650,5400,1,0,0,3,6,650,0,1950,0,98122,47.6185,-122.295,1310,4906,"yes","no","Seattle"
"13893",390000,3,1,1000,6947,1,0,0,3,7,1000,0,1947,0,98125,47.7142,-122.319,1000,6947,"yes","no","Seattle"
"17258",856500,4,2.5,3290,8147,2,0,0,3,10,3290,0,2003,0,98052,47.7048,-122.107,3290,7467,"yes","no","Redmond"
"12785",824000,4,3.5,3650,57538,2,0,0,3,10,3650,0,1996,0,98077,47.7711,-122.041,3730,56257,"yes","no","Woodinville"
"6652",176000,2,1,770,5200,1,0,0,5,6,770,0,1969,0,98042,47.3627,-122.087,1150,5330,"yes","no","Kent"
"16167",329950,4,1,2050,7590,1,0,0,3,7,1280,770,1957,0,98178,47.4916,-122.224,2050,7800,"yes","no","Seattle"
"8335",358000,3,1,1150,4681,1,0,0,3,7,1150,0,1955,0,98133,47.7284,-122.336,1150,6800,"yes","no","Seattle"
"1460",755000,3,2.25,3020,13031,2,0,0,3,9,3020,0,1989,0,98052,47.6897,-122.098,2480,10204,"yes","no","Redmond"
"5985",354000,3,1,990,7590,1,0,0,3,6,990,0,1959,0,98008,47.6228,-122.121,1100,7590,"yes","no","Bellevue"
"17295",515500,4,2.75,2830,8126,2,0,0,3,8,2830,0,2005,0,98059,47.4863,-122.14,2830,7916,"yes","no","Renton"
"18707",645000,4,1.5,1600,6180,1.5,0,0,3,6,1600,0,1946,0,98118,47.5681,-122.285,1410,6180,"yes","no","Seattle"
"21230",380000,4,3.25,2864,8035,3,0,0,3,8,2864,0,2014,0,98030,47.3746,-122.189,2419,8984,"yes","no","Kent"
"4751",280000,3,1,1160,10881,1,0,0,2,7,920,240,1983,0,98074,47.6339,-122.033,1280,10843,"no","no","Sammamish"
"14031",2885000,7,3,5350,14400,2.5,0,0,4,10,5020,330,1910,0,98112,47.6295,-122.285,3050,7469,"yes","no","Seattle"
"17347",370000,4,3,2580,5511,2,0,0,3,8,2580,0,1999,0,98058,47.4286,-122.185,2010,5600,"yes","no","Renton"
"18056",525000,3,1.75,2120,9146,1,0,0,3,8,1260,860,1981,0,98074,47.6475,-122.064,2040,10485,"yes","no","Sammamish"
"5317",321027,4,2.25,2820,16770,1,0,0,4,8,1920,900,1966,0,98023,47.3186,-122.364,2320,13850,"yes","no","Federal Way"
"11254",785000,3,3.5,4500,21870,2,0,0,3,10,4500,0,2004,0,98092,47.3043,-122.159,4670,23058,"yes","no","Auburn"
"14888",710000,3,1.75,2430,11448,1,0,1,5,7,1620,810,1949,0,98117,47.6971,-122.391,2140,8144,"yes","no","Seattle"
"4546",530000,2,1,840,3400,1,0,2,4,7,840,0,1924,0,98119,47.6403,-122.372,2000,4000,"yes","no","Seattle"
"18644",797500,4,2.5,3270,8223,2,0,0,3,10,3270,0,1998,0,98075,47.6018,-122.073,3460,8872,"yes","no","Sammamish"
"6980",750000,3,1.75,1590,8285,1,0,0,4,8,1590,0,1956,0,98004,47.5855,-122.194,1970,8970,"yes","no","Bellevue"
"10717",392000,3,1,1090,6125,1,0,0,4,6,790,300,1945,0,98126,47.5343,-122.37,1050,6125,"yes","no","Seattle"
"3927",775000,3,2.5,3820,35016,2,0,0,4,9,3820,0,1987,0,98053,47.6496,-122.041,3010,35190,"yes","no","Redmond"
"2300",252000,3,1.75,1430,7700,1,0,0,4,7,980,450,1981,0,98031,47.3993,-122.183,1430,8625,"yes","no","Kent"
"16015",252500,3,2,1810,10684,2,0,0,3,8,1810,0,1987,0,98058,47.4619,-122.153,2140,9657,"yes","no","Renton"
"4423",475000,3,1,1600,7161,1,0,0,3,8,1600,0,1953,0,98118,47.5507,-122.261,1760,8280,"yes","no","Seattle"
"8567",510000,4,2.75,2730,9112,1,0,2,3,9,1740,990,1996,0,98198,47.4005,-122.312,3050,10454,"yes","no","Seattle"
"9310",452000,5,1.75,1830,47916,1.5,0,0,3,6,1830,0,1948,0,98045,47.4881,-121.777,2010,13135,"yes","no","North Bend"
"1957",420850,1,1,960,40946,1,0,0,5,5,960,0,1945,0,98014,47.6951,-121.864,1320,20350,"yes","no","Carnation"
"4576",362300,3,2.5,2430,15264,2,0,0,3,8,2430,0,1997,0,98030,47.3805,-122.208,2260,10416,"yes","no","Kent"
"6604",925000,4,2.25,2260,41984,1,0,0,4,9,2260,0,1967,0,98033,47.6622,-122.171,2650,37318,"yes","no","Kirkland"
"18319",579950,4,2.5,2880,213444,1,0,0,5,8,2140,740,1984,0,98092,47.2887,-122.109,2810,213444,"yes","no","Auburn"
"750",435000,4,1.5,1510,6460,1,0,0,3,7,1070,440,1970,0,98034,47.7121,-122.214,1450,6630,"yes","no","Kirkland"
"6059",530000,2,1.5,1390,5000,1,0,0,4,8,970,420,1954,0,98116,47.5673,-122.401,1610,5000,"yes","no","Seattle"
"17776",515000,5,2,2220,6000,1.5,0,0,4,7,1390,830,1925,0,98144,47.5822,-122.295,1600,6000,"yes","no","Seattle"
"5812",720168,4,2.25,2120,3794,2,0,0,4,7,1420,700,1926,0,98117,47.6893,-122.359,1420,3840,"yes","no","Seattle"
"11091",540000,5,2.5,3100,10189,2,0,0,3,8,3100,0,2002,0,98019,47.738,-121.965,2840,10189,"yes","no","Duvall"
"7554",310000,4,2.25,1780,8820,1,0,0,4,8,1480,300,1966,0,98032,47.3618,-122.289,1780,8625,"yes","no","Kent"
"13881",665000,3,2,1940,5820,1.5,0,0,5,7,1150,790,1944,0,98107,47.6638,-122.362,990,3880,"yes","no","Seattle"
"16725",442000,3,2.5,1980,39932,2,0,0,3,8,1980,0,1994,0,98011,47.7433,-122.196,2610,12769,"yes","no","Bothell"
"1962",250000,3,2.5,1700,6000,2,0,0,3,8,1700,0,1997,0,98092,47.2615,-122.221,1940,6626,"yes","no","Auburn"
"4667",324000,4,1.75,2110,7208,1,0,0,3,8,1170,940,1975,0,98058,47.4464,-122.129,1820,7208,"yes","no","Renton"
"17173",275000,3,1,990,9798,1,0,0,3,7,990,0,1968,0,98072,47.767,-122.164,1210,9870,"yes","no","Woodinville"
"3512",418500,2,1,790,5800,1,0,0,3,6,790,0,1943,0,98117,47.6973,-122.36,1460,5800,"yes","no","Seattle"
"8935",399950,3,1,1470,7930,1,0,0,3,7,1070,400,1950,0,98177,47.7013,-122.368,1440,8100,"yes","no","Seattle"
"8977",450000,3,2.5,2820,10208,1,0,1,4,8,1410,1410,1954,0,98028,47.7609,-122.26,1540,10684,"yes","no","Kenmore"
"15036",229000,3,1,1030,7800,1,0,0,3,7,1030,0,1954,0,98168,47.473,-122.324,1630,12664,"yes","no","Seattle"
"5205",352000,2,0.75,760,33801,1,0,0,4,4,760,0,1931,0,98059,47.4703,-122.076,1100,39504,"yes","no","Renton"
"15328",550000,4,3.5,4150,16197,2,0,0,3,10,4150,0,2006,0,98003,47.3423,-122.183,3618,15210,"yes","no","Federal Way"
"1000",289000,3,2,1850,9550,1,0,0,3,8,1850,0,1988,0,98001,47.3225,-122.273,2250,9550,"yes","no","Auburn"
"7798",325000,4,2.5,2230,8500,2,0,0,3,8,2230,0,1994,0,98022,47.2082,-122.009,2270,8770,"yes","no","Enumclaw"
"6886",400000,3,2.5,1450,8064,1,0,0,3,8,1450,0,1984,0,98074,47.6256,-122.037,1710,9554,"yes","no","Sammamish"
"19238",306000,2,1.75,1200,2622,1,0,0,5,7,800,400,1956,0,98125,47.7175,-122.292,1310,1926,"yes","no","Seattle"
"12120",506000,3,1.75,2180,7700,1,0,0,3,8,1480,700,1961,0,98177,47.7594,-122.361,2180,7604,"yes","no","Seattle"
"11440",935000,5,2.5,3150,35283,1,0,0,3,10,1800,1350,1975,0,98005,47.6368,-122.157,3280,35283,"yes","no","Bellevue"
"4404",235000,3,1.5,1980,11214,1,0,0,3,7,1980,0,1959,0,98168,47.4696,-122.298,1510,9072,"yes","no","Seattle"
"17792",895000,4,2,1710,4178,1.5,0,0,4,8,1710,0,1926,0,98112,47.6373,-122.3,1760,4178,"yes","no","Seattle"
"16055",330000,3,1,2140,5037,1,0,0,3,7,2140,0,1957,0,98118,47.5494,-122.274,1630,6054,"yes","no","Seattle"
"14858",327000,3,2.5,1810,7350,1,0,0,3,8,1310,500,1984,0,98058,47.4434,-122.125,2240,7350,"yes","no","Renton"
"197",423000,4,2,1970,6480,1.5,0,0,5,7,1130,840,1920,0,98108,47.5511,-122.312,1500,6480,"yes","no","Seattle"
"379",595000,4,2,2020,2849,2,0,0,3,7,2020,0,1960,0,98115,47.6831,-122.329,1910,3120,"yes","no","Seattle"
"13957",1160000,5,3.25,4290,7019,2.5,0,0,4,10,3590,700,1927,0,98112,47.6439,-122.302,1920,4000,"yes","no","Seattle"
"18270",425000,2,1,970,2700,1,0,0,4,7,770,200,1926,0,98115,47.6852,-122.312,1570,3348,"yes","no","Seattle"
"2525",175000,2,1,1020,5130,1,0,0,4,6,1020,0,1948,0,98002,47.301,-122.226,1200,6497,"yes","no","Auburn"
"7958",293000,3,2.5,1690,17383,2,0,0,3,7,1690,0,2003,0,98038,47.3691,-122.031,2610,7999,"yes","no","Maple Valley"
"2800",415000,5,1.75,3700,9140,1,0,0,3,8,1850,1850,1957,0,98178,47.5086,-122.258,2190,6720,"yes","no","Seattle"
"15816",322000,3,1.75,1400,18002,1,0,0,3,6,1400,0,1977,0,98019,47.725,-121.967,2240,14068,"yes","no","Duvall"
"8884",287000,3,1.75,1940,9000,1,0,0,3,7,1290,650,1965,0,98055,47.4361,-122.189,1900,9120,"yes","no","Renton"
"10602",715000,4,2.5,3290,6628,2,0,0,3,9,3290,0,2003,0,98075,47.5994,-121.975,3240,5831,"yes","no","Sammamish"
"8488",945000,5,3.5,4380,14925,2,0,0,3,11,4380,0,2003,0,98075,47.5848,-121.969,4310,14633,"yes","no","Sammamish"
"3093",329500,3,2.5,2120,22482,1,0,0,5,7,1360,760,1979,0,98001,47.341,-122.265,2330,16016,"yes","no","Auburn"
"18728",230000,2,0.75,900,3527,1,0,0,3,6,900,0,1939,0,98146,47.5083,-122.336,1220,4080,"yes","no","Seattle"
"9264",315000,4,2.75,1580,3770,1,0,0,3,7,1080,500,2002,0,98019,47.7368,-121.968,1740,3800,"yes","no","Duvall"
"12539",350000,4,2.5,2260,7500,1,0,0,3,8,1460,800,1965,0,98055,47.4645,-122.196,2260,7500,"yes","no","Renton"
"15801",426000,2,1,1630,7680,1,0,0,3,7,830,800,1947,0,98125,47.7092,-122.291,1250,7740,"yes","no","Seattle"
"10547",209000,3,1,920,5200,1,0,0,4,6,920,0,1969,0,98042,47.3647,-122.082,920,4875,"yes","no","Kent"
"20819",1250000,3,3,3460,5353,2,0,0,3,10,2850,610,2007,0,98116,47.5858,-122.393,2460,6325,"yes","no","Seattle"
"9263",657000,4,1.75,2740,8520,1,0,2,3,8,1370,1370,1954,0,98118,47.5445,-122.263,2740,9286,"yes","no","Seattle"
"11204",471000,4,2.5,2040,21781,2,0,0,3,8,2040,0,1994,0,98014,47.6458,-121.904,2410,21781,"yes","no","Carnation"
"17772",187000,2,1.75,1050,2926,1,0,0,4,8,1050,0,1974,0,98198,47.3811,-122.317,1150,3802,"yes","no","Seattle"
"20340",362865,4,2.5,2245,4301,2,0,0,3,8,2245,0,2014,0,98038,47.3555,-122.063,2530,4478,"yes","no","Maple Valley"
"17950",550000,4,3,4180,35169,2,0,0,3,11,4180,0,1986,1998,98038,47.4,-122.027,3010,35190,"yes","yes","Maple Valley"
"14930",505000,4,2,2730,12000,1,0,0,4,8,1410,1320,1998,0,98155,47.7733,-122.271,2730,9039,"yes","no","Seattle"
"16752",208000,2,1,960,13438,1,0,0,3,7,960,0,1951,0,98168,47.4745,-122.295,1630,11656,"yes","no","Seattle"
"13650",440000,3,1,1710,6556,1.5,0,0,4,7,1200,510,1926,0,98133,47.7185,-122.354,1410,6563,"yes","no","Seattle"
"11869",290000,2,1,960,4000,1,0,0,3,6,960,0,1918,0,98118,47.5554,-122.267,1210,4000,"yes","no","Seattle"
"12331",162248,2,1,800,8960,1,0,0,4,6,800,0,1944,0,98058,47.4756,-122.174,850,8082,"yes","no","Renton"
"1439",907000,3,1.75,2170,12220,1,0,0,5,8,2170,0,1965,0,98033,47.6537,-122.195,1980,9000,"yes","no","Kirkland"
"20057",539000,3,2.25,1280,1187,2,0,0,3,8,1080,200,2008,0,98107,47.6651,-122.368,1280,1681,"yes","no","Seattle"
"14497",402000,5,2.75,2160,7200,1.5,0,0,3,7,1220,940,1955,0,98118,47.5576,-122.273,1900,7200,"yes","no","Seattle"
"17040",670500,4,2,1590,6750,1,0,0,3,7,1590,0,1951,0,98102,47.6406,-122.317,2370,4500,"yes","no","Seattle"
"21168",215000,3,2.5,1322,6006,2,0,0,3,7,1322,0,2009,0,98001,47.2706,-122.254,1440,6796,"yes","no","Auburn"
"13823",447500,3,2.5,2320,15024,2,0,0,3,8,2320,0,1990,0,98045,47.4829,-121.766,2300,15145,"yes","no","North Bend"
"1008",325000,4,2.5,2610,7091,2,0,0,3,9,2610,0,1987,0,98023,47.3017,-122.349,2610,7773,"yes","no","Federal Way"
"13033",633100,4,2.5,2470,33305,2,0,0,3,9,2470,0,1993,0,98053,47.6303,-121.99,2440,33305,"yes","no","Redmond"
"3372",750000,3,1,1640,6516,1.5,0,0,4,7,1440,200,1935,0,98103,47.6693,-122.339,1770,4000,"yes","no","Seattle"
"15296",640500,3,1,1070,4505,1,0,2,4,7,1070,0,1919,0,98136,47.5305,-122.384,1380,4505,"yes","no","Seattle"
"11169",1070000,3,3.25,3730,13264,2,0,0,3,9,3730,0,1989,0,98077,47.7246,-122.059,3730,14933,"yes","no","Woodinville"
"15555",348000,3,2.5,2370,7500,1,0,3,3,8,1620,750,1979,0,98198,47.4091,-122.331,1960,8062,"yes","no","Seattle"
"12053",700000,3,1.75,2010,4905,1,0,0,5,7,1230,780,1912,0,98122,47.6105,-122.309,2210,1834,"yes","no","Seattle"
"20307",767450,3,2,1630,7599,1,0,0,3,10,1630,0,2006,0,98117,47.6981,-122.376,2030,7599,"yes","no","Seattle"
"6462",313300,2,1,970,4800,1,0,0,3,6,970,0,1911,1940,98116,47.5754,-122.414,1180,5900,"yes","yes","Seattle"
"6213",510000,4,2.5,1840,7800,1,0,2,3,8,1240,600,1972,0,98177,47.7762,-122.384,2010,9100,"yes","no","Seattle"
"5369",1600000,4,3.5,4060,9486,2,0,0,3,10,4060,0,2005,0,98033,47.6634,-122.2,2410,9486,"yes","no","Kirkland"
"1296",420000,3,1,1150,5120,1,0,0,4,6,800,350,1946,0,98116,47.5588,-122.392,1220,5120,"yes","no","Seattle"
"12287",815000,3,1.5,1370,8671,1,0,0,3,7,1370,0,1955,0,98004,47.6217,-122.198,1580,8671,"yes","no","Bellevue"
"13950",990000,3,1.75,1810,24586,1,0,4,4,9,930,880,1983,0,98040,47.5314,-122.222,3540,14200,"yes","no","Mercer Island"
"11078",630000,3,2.5,2900,46609,2,0,0,3,9,2900,0,1987,0,98077,47.7731,-122.086,2570,42188,"yes","no","Woodinville"
"14234",1625000,4,3.25,2980,3600,2,0,0,3,9,2150,830,1999,0,98112,47.6352,-122.284,2980,4800,"yes","no","Seattle"
"18295",518000,3,2.5,1680,2096,2,0,0,3,8,1380,300,2008,0,98117,47.6904,-122.37,1360,2096,"yes","no","Seattle"
"15585",310000,3,2,1290,6150,1,0,1,5,6,1290,0,1950,0,98118,47.5181,-122.257,1960,6150,"yes","no","Seattle"
"19150",1050000,3,2.25,2480,15022,1,0,4,3,9,1330,1150,1967,2003,98136,47.5497,-122.396,2500,8178,"yes","yes","Seattle"
"5481",864000,4,2.5,3720,105850,2,0,0,4,10,3720,0,1984,0,98053,47.655,-122.029,2830,88256,"yes","no","Redmond"
"4335",705000,4,1.5,1780,3120,1.5,0,3,3,8,1780,0,1926,0,98118,47.5589,-122.264,1710,3600,"yes","no","Seattle"
"20064",379000,4,1.5,2020,7560,1,0,0,4,7,2020,0,1960,0,98059,47.502,-122.146,1410,8080,"yes","no","Renton"
